avg_elo,opening_diversity,favorite_opening_share,favorite_openings_coverage,family_closed_share,family_flank_share,family_indian_share,family_open_share,family_semi_open_share,eco_a_share,eco_b_share,eco_c_share,eco_d_share,eco_e_share,attackish_share,defensive_share,positional_share,hypermodern_share,cluster_id,archetype
1622.8573049454703,51.27449324324324,0.1923482253850776,0.3658392943086155,0.0342086407971271,0.699098789165398,0.0003388805472138521,0.08913472212269585,0.17721896736756548,0.699098789165398,0.17721896736756548,0.08913472212269585,0.0342086407971271,0.0003388805472138521,0.11307697687897998,0.42311826028310917,0.1389067185390831,0.36558961364425524,0,Hypermodern Strategists
1516.2894144325587,58.753369272237194,0.11264527932932102,0.24682297816326335,0.027582016046524716,0.05640991488030109,3.208830702088744e-05,0.7780973746619132,0.13787860610424257,0.05640991488030109,0.13787860610424257,0.7780973746619132,0.027582016046524716,3.208830702088744e-05,0.19810276224544732,0.602605562267407,0.02812333358196388,0.042874981760631606,1,Aggressive Attackers
1642.3529975140511,68.27134471718253,0.11506156249688576,0.24546336499353258,0.043230944826861406,0.10490912387330267,0.00026337520071622114,0.13691826282098565,0.7146782932781337,0.10490912387330267,0.7146782932781337,0.13691826282098565,0.043230944826861406,0.00026337520071622114,0.1958978208858958,0.8685328460363253,0.13157237217055234,0.1774125414404564,2,Counterpunching Defenders
1578.937182429459,56.21708015267177,0.12498599656646953,0.2678043017006266,0.5511193129995625,0.17415712169947004,0.00039770639417704545,0.14788111983938648,0.12644473906740408,0.17415712169947004,0.12644473906740408,0.14788111983938648,0.5511193129995625,0.00039770639417704545,0.2817630582264834,0.4534406345063219,0.2639976521317542,0.08440438121185133,3,Positional Defenders
1742.6424570188608,53.901785714285715,0.09356013138757877,0.2125837219940404,0.16533691152121813,0.1552164739643474,0.33073725778726004,0.1155668048610298,0.23314255186614458,0.1552164739643474,0.23314255186614458,0.1155668048610298,0.16533691152121813,0.33073725778726004,0.19037976872762347,0.7711860120001375,0.2452670063067603,0.41144146575907725,4,Indian Defense Specialists
