cluster_id,games_played,avg_elo,mean_score,opening_diversity,favorite_opening_share,favorite_openings_coverage,family_closed_share,family_flank_share,family_indian_share,family_open_share,family_semi_open_share,eco_a_share,eco_b_share,eco_c_share,eco_d_share,eco_e_share,attackish_share,defensive_share,positional_share,hypermodern_share,players,archetype
0,154.72976618705036,1687.122231376608,0.5235375949827518,60.41636690647482,0.11508224957054679,0.34983456565147564,0.2526137108793148,0.3031004007908971,0.0,0.07553159588707221,0.3687542924427159,0.3031004007908971,0.3687542924427159,0.07553159588707221,0.2526137108793148,0.0,0.24134634623671297,0.6715035232183392,0.32696764911607146,0.2420192909281382,2224,Counterpunching Defenders
1,147.69080636877246,1584.9304040427169,0.4925057492539911,64.87673343605547,0.09309197999555614,0.2977411487177235,0.15065014567985274,0.060683373391537336,0.0,0.5954642365017216,0.19320224442688835,0.060683373391537336,0.19320224442688835,0.5954642365017216,0.15065014567985274,0.0,0.22114202117740644,0.6436464560010429,0.130261411058507,0.046475960310685745,1947,Aggressive Attackers
2,162.4487978628673,1593.3266470437818,0.5029225749821644,64.60685663401603,0.10974990259318912,0.33363613253216456,0.0,0.07128437894629663,0.0,0.47771036128159133,0.451005259772112,0.07128437894629663,0.451005259772112,0.47771036128159133,0.0,0.0,0.23992075166566834,0.7803685815455293,0.018151512974312785,0.08270723574469588,2246,Aggressive Attackers
3,111.4775846294602,1656.84218294548,0.5007861892799095,54.53156450137237,0.10332740551107727,0.3176493017523065,0.13706215211574946,0.2307636190171295,0.08108399049711677,0.2871885385607625,0.26390169980924183,0.2307636190171295,0.26390169980924183,0.2871885385607625,0.13706215211574946,0.08108399049711677,0.19904858995740723,0.6398385118904171,0.20361737264110336,0.2983105849626836,1093,Aggressive Attackers
4,108.88283582089552,1468.3326902438803,0.45975120653109774,54.42089552238806,0.10391857622072743,0.31777672511826033,0.09022357658298484,0.06966105149639604,0.0,0.617854152834676,0.22226121908594304,0.06966105149639604,0.22226121908594304,0.617854152834676,0.09022357658298484,0.0,0.1950017506742573,0.5490831947196121,0.049549129880942365,0.05343104271705476,1340,Aggressive Attackers
5,248.42751677852348,1614.5661842164993,0.4803628788076233,72.32080536912751,0.12110585375889017,0.3460356119193489,0.09898718848793353,0.31808956798682525,0.0,0.2260318476633609,0.3568913958618804,0.31808956798682525,0.3568913958618804,0.2260318476633609,0.09898718848793353,0.0,0.15150258395048055,0.6329780817916879,0.1604590320578621,0.2734335846703863,1490,Counterpunching Defenders
6,142.97012898845892,1438.6838102156116,0.4300916266272114,43.82281059063136,0.1932756516926794,0.47397402056470006,0.1955931666812359,0.22566691191206484,0.0,0.41442351861649784,0.1643164027902014,0.22566691191206484,0.1643164027902014,0.41442351861649784,0.1955931666812359,0.0,0.16605949404106735,0.4594701986758025,0.011001237122436943,0.03521053195765261,1473,Aggressive Attackers
7,267.4139534883721,1608.1671481508752,0.47439349856968865,54.093023255813954,0.2512878539855576,0.546047350090255,0.0,0.61690206001322,0.0,0.07115801230852478,0.3119399276782553,0.61690206001322,0.3119399276782553,0.07115801230852478,0.0,0.0,0.10783441756247172,0.47082126590787393,0.07778048650906491,0.3580472942106236,1075,Hypermodern Strategists
